evtime	station	ptime	stime	pscore	sscore	evsource
2019-02-22 19:58:51.000000	TOL1	1550865547.52800000	1550865558.98900000	0.00000000	0.00000000	MANUAL
2019-02-22 20:25:35.000000	COP2	1550867143.51600000	1550867149.56600000	0.00000000	0.00000000	MANUAL
2019-02-22 20:25:35.000000	COPA	1550867141.96700000	1550867147.35000000	0.00000000	0.00000000	MANUAL
2019-02-22 20:25:35.000000	LONQ	1550867150.98500000	1550867163.76600000	0.00000000	0.00000000	MANUAL
2019-02-22 20:25:35.000000	MANZ	1550867152.70900000	1550867165.13400000	0.00000000	0.00000000	MANUAL
2019-02-22 20:25:35.000000	MAYA	1550867144.63400000	1550867151.44500000	0.00000000	0.00000000	MANUAL
2019-02-22 20:25:35.000000	TOL1	1550867151.40500000	1550867162.84600000	0.00000000	0.00000000	MANUAL
2019-02-22 20:28:37.000000	COP2	1550867325.55500000	1550867331.48000000	0.00000000	0.00000000	MANUAL
2019-02-22 20:28:37.000000	COPA	1550867323.76600000	1550867328.82300000	0.00000000	0.00000000	MANUAL
2019-02-22 20:28:37.000000	LONQ	1550867332.96300000	1550867344.81400000	0.00000000	0.00000000	MANUAL
2019-02-22 20:28:37.000000	MANZ	1550867334.78000000	1550867347.22100000	0.00000000	0.00000000	MANUAL
2019-02-22 20:28:37.000000	MAYA	1550867326.46400000	1550867333.27900000	0.00000000	0.00000000	MANUAL
2019-02-22 20:28:37.000000	TOL1	1550867333.52100000	1550867344.85100000	0.00000000	0.00000000	MANUAL
2019-02-22 21:14:44.000000	COP2	1550870092.14300000	1550870098.11900000	0.00000000	0.00000000	MANUAL
2019-02-22 21:14:44.000000	COPA	1550870090.05000000	1550870094.25600000	0.00000000	0.00000000	MANUAL
2019-02-22 21:14:44.000000	MAYA	1550870093.25400000	1550870096.60500000	0.00000000	0.00000000	MANUAL
2019-02-22 21:18:58.000000	COP2	1550870346.28600000	1550870352.04700000	0.00000000	0.00000000	MANUAL
